ACCY,517,3.63,"Ibrahim, Adel Nematallah",,25,0.44
ACCY,517,3.82,"Li, Yue",,32,0.78125
ACCY,517,3.62,"Ibrahim, Adel Nematallah",,28,0.607142857
ACCY,517,3.77,"Li, Yue",,43,0.720930233
ACCY,517,3.83,"Jackson, Kevin",,38,0.657894737
ACCY,517,3.6,"Ibrahim, Adel Nematallah",,26,0.461538462
ACCY,517,3.76,"Jackson, Kevin",,35,0.6
ACCY,552,3.41,"Sternburg, Thomas",,26,0.307692308
ACCY,552,3.44,"Sternburg, Thomas",,28,0.25
ACCY,555,3.31,"Lawler, Michael R",,24,0.166666667
ACCY,561,3.74,"Whitlock, Brian T",,24,0.541666667
ACCY,563,3.56,"Kalish, Kent J",,24,0.333333333
ACCY,564,3.58,"McAlpine, William C",,24,0.208333333
ACCY,570,3.43,"Brunner, Robert J",,24,0.416666667
ACCY,570,3.76,"Brunner, Robert J",,22,0.727272727
ACCY,575,3.84,"Anand, Vikrant V",,23,0.608695652
ACCY,575,3.79,"Hobson, Jessen L",,22,0.409090909
ACCY,575,3.73,"Hobson, Jessen L",,23,0.347826087
ACE,100,2.61,"Gundersen, Lisa C",,22,0.136363636
ACE,161,3.69,"Rogalla, Valerie",,26,0.769230769
ACE,161,3.69,"Parthum, Bryan M",,24,0.75
ACE,161,3.88,"Lo, Alexander C",,26,0.884615385
ACE,161,3.5,"Rogalla, Valerie",,25,0.56
ACE,161,3.41,"Lo, Alexander C",,27,0.555555556
ACE,161,3.7,"Lo, Alexander C",,27,0.777777778
ACE,161,3.85,"Lo, Alexander C",,27,0.851851852
ACE,161,3.92,"Lo, Alexander C",,25,0.96
ACE,161,3.64,"Rogalla, Valerie",,47,0.744680851
ACE,161,3.89,"Lo, Alexander C",,27,0.888888889
ACE,161,3.7,"Rogalla, Valerie",,46,0.760869565
ACE,161,3.77,"Rogalla, Valerie",,26,0.846153846
ACE,161,3.68,"Rogalla, Valerie",,25,0.8
ACE,161,3.77,"Parthum, Bryan M",,27,0.814814815
ACE,210,3.62,"Ando, Amy W",,100,0.58
ACE,231,3.4,"Stoddard, Paul B",,180,0.294444444
ACE,232,3.26,"Stoddard, Paul B",,77,0.272727273
ACE,240,3.8,"Lemoine, Craig",,221,0.85520362
ACE,251,3.12,"Gundersen, Craig",,68,0.264705882
ACE,254,2.54,"Allen-Smith, Joyce E",,27,0.185185185
ACE,261,3.58,"Serra Devesa, Maria Teres",,50,0.54
ACE,270,2.88,"Gundersen, Craig",,60,0.133333333
ACE,310,3.33,"Brazee, Richard J",,74,0.324324324
ACE,335,3.39,"Ellison, Brenna",,26,0.461538462
ACE,360,3.4,"Doehring, Todd A",,48,0.395833333
ACE,360,3.52,"Doehring, Todd A",,56,0.392857143
ACE,403,3.32,"Coppess, Jonathan",,31,0.064516129
ACE,427,2.98,"Irwin, Scott H",,57,0.157894737
ACE,428,3.29,"Yan, Lei",,28,0.25
ACE,431,3.19,"Ellison, Brenna",,42,0.261904762
ACE,435,3.38,"Schnitkey, Gary D",,70,0.271428571
ACE,440,2.96,"Allen, Sharon C",,24,0.041666667
ACE,444,3.1,"Sherrick, Bruce J",,28,0.428571429
ACE,446,3.03,"Sherrick, Bruce J",,53,0.490566038
ACE,448,3.27,"Moss, LeeAnn E",,32,0.375
ACE,449,3.25,"Xu, Yilan",,55,0.290909091
ACE,456,3.17,"Gramig, Benjamin",,37,0.27027027
ACE,474,2.57,"Lyons, Angela C",,33,0.121212121
ACE,476,2.97,"Lyons, Angela C",,45,0.177777778
ADV,150,3.49,"Hall, Steven R",,190,0.657894737
ADV,281,3,"Ryu, Sann H",,30,0.233333333
ADV,281,3.1,"Vargas, Patrick T",,98,0.234693878
ADV,283,3.83,"Mabry-Flynn, Amanda D",,54,0.62962963
ADV,283,3.71,"Mabry-Flynn, Amanda D",,55,0.490909091
ADV,284,3.73,"Ahn, Regina",,55,0.4
ADV,284,3.43,"Yao, Jiachen",,50,0.2
ADV,290,3.76,"Raquel, Steve A",,36,0.527777778
ADV,305,3.63,"Yao, Mike Z",,49,0.673469388
ADV,310,3.13,"Wirtz, John",,119,0.226890756
ADV,311,3.45,"Chambers, Jason P",,51,0.235294118
ADV,312,2.74,"Chambers, Jason P",,28,0
ADV,390,3.03,"Sheldon, Peter S",,89,0.146067416
ADV,393,3.66,"Nelson, Michelle R",,67,0.492537313
ADV,410,3.66,"Oh, Sanghwa",,35,0.457142857
ADV,410,3.35,"Oh, Sanghwa",,34,0.176470588
ADV,460,3.61,"Ham, Chang Dae",,55,0.545454545
ADV,460,3.3,"Ham, Chang Dae",,60,0.316666667
ADV,483,3.56,"Taneja, Harsh",,53,0.169811321
ADV,483,3.58,"Taneja, Harsh",,52,0.134615385
ADV,492,3.95,"Yao, Mike Z",,34,0.911764706
ADV,498,3.95,"Meron, Shachar",,27,0.925925926
AE,199,3.38,"Laystrom-Woodar, Julia K",,31,0.451612903
AE,199,3.6,"Laystrom-Woodar, Julia K",,34,0.5
AE,202,3.2,"Langbort, Cedric",,72,0.194444444
AE,311,2.77,"Dutton, J C",,42,0.285714286
AE,312,3,"Woodard, Brian S",,99,0.181818182
AE,321,2.24,"Lambros, John",,45,0.2
AE,323,2.69,"Geubelle, Philippe H",,90,0.144444444
AE,352,3.11,"Lingala, Nishanth",,70,0.2
AE,353,3.3,"Hanley, David J",,65,0.430769231
AE,370,3.07,"Chew, Huck Beng",,105,0.257142857
AE,403,3.7,"Ho, Koki",,36,0.472222222
AE,410,3.51,"Bodony, Daniel J",,37,0.648648649
AE,419,3.43,"Ansell, Phillip J",,47,0.276595745
AE,434,3.26,"Levin Fliflet, Deborah",,28,0.25
AE,435,3,"Rovey, Joshua L",,30,0.2
AE,443,3.59,"Tran, Huy T",,62,0.241935484
AE,443,3.67,"Putnam, Zachary R",,52,0.576923077
AE,461,3.58,"Chasiotis, Ioannis",,118,0.279661017
AE,498,3.82,"Elliott, Gregory S",,22,0.5
AFRO,100,3.34,"Bailey, Ronald W",,33,0.272727273
AFRO,100,2.91,"Bailey, Ronald W",,31,0.193548387
AFRO,132,3.38,"Meyers, John P",,28,0.392857143
AFRO,231,3.87,"Proctor, Frances A",,68,0.911764706
AGCM,315,3.39,"Cupps-Miller, Heather A",,22,0.590909091
AGED,260,3.47,"Burgoon, Lisa A",,157,0.535031847
AGED,380,3.52,"Rosch, David M",,64,0.34375
AGED,480,3.94,"Macke, Tiffany B",,32,0.875
AGED,480,3.84,"Keating, Kari H",,32,0.65625
AGED,480,3.89,"Macke, Tiffany B",,24,0.833333333
AHS,494,3.78,"Offenstein, Timothy L",,24,0.625
AHS,494,3.87,"Offenstein, Timothy L",,26,0.769230769
AIS,101,3.59,"Cottrell, Courtney",,30,0.466666667
AIS,285,3.17,"Maldonado, Korinta",,24,0.541666667
ANSC,100,3.29,"Parrett, Douglas F",,23,0.565217391
ANSC,100,3.23,"Parrett, Douglas F",,29,0.413793103
ANSC,101,3.71,"Dilger, Anna C",,192,0.744791667
ANSC,103,3.98,"Parsons, Carl M",,68,0.970588235
ANSC,110,3.76,"Allen, Crystal A",,47,0.787234043
ANSC,110,3.68,"Allen, Crystal A",,23,0.782608696
ANSC,205,3.71,"Parsons, Carl M",,72,0.708333333
ANSC,207,3.69,"Lewis, Justin D",,59,0.711864407
ANSC,207,3.84,"Lewis, Justin D",,58,0.844827586
ANSC,207,3.84,"Lewis, Justin D",,58,0.862068966
ANSC,207,3.83,"Elliott, Alexandria F",,58,0.862068966
ANSC,207,3.79,"Elliott, Alexandria F",,57,0.842105263
ANSC,207,3.87,"Myers, Kayla A",,52,0.826923077
ANSC,207,3.73,"Myers, Kayla A",,23,0.739130435
ANSC,207,3.57,"Myers, Kayla A",,46,0.543478261
ANSC,223,2.72,"Dilger, Ryan N",,170,0.223529412
ANSC,224,2.89,"Miller, David J",,160,0.2
ANSC,250,3.52,"Albert, Sarah D",,604,0.59602649
ANSC,298,3.86,"Jones-Hamlow, Katelyn A",,74,0.864864865
ANSC,305,3.46,"Albert, Sarah D",,39,0.512820513
ANSC,306,3.81,"Kline, Kevin H",,23,0.782608696
ANSC,363,3.61,"Kukekova, Anna V",,33,0.545454545
ANSC,398,3.94,"Albert, Sarah D",,35,0.971428571
ANSC,402,3.71,"Cobb, Alan R",,31,0.709677419
ANSC,407,2.99,"Fischer-Brown, Amy E",,31,0.193548387
ANSC,409,3.78,"Dilger, Anna C",,24,0.833333333
ANSC,422,3.27,"Swanson, Kelly S",,27,0.481481481
ANSC,446,3.49,"Roca, Alfred L",,23,0.47826087
ANSC,450,2.98,"Steelman, Andrew J",,58,0.431034483
ANSC,498,3.94,"Jones-Hamlow, Katelyn A",,47,0.936170213
ANSC,520,3.54,"Stein, Hans-Henrik",,28,0.357142857
ANTH,101,2.87,"Mehta, Jayur M",,246,0.069105691
ANTH,103,3.24,"Martin, Jeffrey T",,164,0.420731707
ANTH,103,3.51,"Krupp, Benjamin P",,273,0.578754579
ANTH,182,3.58,"Maldonado, Korinta",,24,0.5
ANTH,209,3.67,"Manalansan, Martin F",,150,0.72
ANTH,240,3.47,"Jelinek, Petra",,24,0.541666667
ANTH,246,3.86,"Hughes, Cris E",,382,0.785340314
ANTH,249,3.45,"Brinkworth, Jessica F",,29,0.310344828
ANTH,374,3.32,"Atienza, Paul Michael L",,23,0.391304348
ANTH,459,3.68,"Lucero, Lisa J",,22,0.5
ARAB,150,3.74,"Saadah, Eman",,22,0.727272727
ARCH,172,3.35,"Brakke, Aaron P",,58,0.275862069
ARCH,172,3.22,"Brakke, Aaron P",,49,0.306122449
ARCH,210,3.14,"Grossman, Heather E",,70,0.242857143
ARCH,232,3.34,"Deutsch, Randall",,106,0.622641509
ARCH,274,2.69,"Emmons, David J",,101,0.128712871
ARCH,341,3,"Strand, Richard K",,38,0.105263158
ARCH,342,3.28,"Boubekri, Mohamed",,57,0.280701754
ARCH,352,3.21,"Kozak, Derek L",,102,0.245098039
ARCH,409,3.46,"Lapunzina, Alejandro",,27,0.111111111
ARCH,416,3.45,"Burns, Jennifer",,63,0.349206349
ARCH,452,3.68,"Aminmansour, Abbas",,69,0.623188406
ARCH,452,3.57,"Lapunzina, Alejandro",,27,0.296296296
ARCH,468,3.46,"Lapunzina, Alejandro",,27,0.148148148
ARCH,475,3.39,"Lapunzina, Alejandro",,26,0.269230769
ARCH,501,3.27,"Deutsch, Randall",,58,0.344827586
ARCH,517,3.31,"Stallmeyer, John C",,47,0.170212766
ART,100,3.38,"Burns, Jennifer",,34,0.411764706
ART,103,3.8,"Stokes, Elliott R",,22,0.5
ART,105,3.93,"Travis, Sarah",,25,0.92
ART,105,3.8,"Travis, Sarah",,31,0.903225806
ART,310,3.88,"Briggs, Molly C",,39,0.846153846
ARTD,318,3.42,"Mercer, Lisa",,24,0.333333333
ARTD,326,3.22,"Bullock, William C",,41,0.195121951
ARTD,333,3.5,"Benson, Eric",,22,0.318181818
ARTD,402,3.3,"Sethi, Suresh",,21,0.095238095
ARTD,448,3.32,"Thomas, Joyce K",,40,0.425
ARTE,201,3.89,"Lucero, Jorge",,21,0.857142857
ARTH,113,3.62,"Richter, Sarah D",,22,0.590909091
ARTH,113,3.3,"Richter, Sarah D",,22,0.454545455
ARTH,211,3.01,"Weissman, Terri",,128,0.140625
ARTH,215,2.94,"Kreindler, Katharine R",,21,0.19047619
ARTH,241,3.52,"Romberg, Kristin",,32,0.21875
ARTH,313,3.33,"Sims, Theresa",,25,0.4
ARTH,344,2.68,"Vazquez, Oscar",,24,0.041666667
ASTR,100,3.33,"Winans, Amanda",,175,0.354285714
ASTR,100,3.07,"Winans, Amanda",,403,0.35235732
ASTR,121,3.1,"Winans, Amanda",,142,0.288732394
ASTR,122,3.3,"Dunne, Bryan C",,169,0.455621302
ASTR,210,3.44,"Fields, Brian D",,72,0.541666667
ASTR,405,3.49,"Wong, Tony",,40,0.425
ASTR,414,3.08,"Shen, Yue",,25,0.2
ASTR,496,3.69,"Turk, Matthew J",,26,0.615384615
ATMS,100,3.11,"Frame, Jeffrey",,186,0.231182796
ATMS,120,3.61,"Snodgrass, Eric R",,555,0.61981982
ATMS,140,3.24,"Nesbitt, Anna",,75,0.266666667
ATMS,201,3.56,"Snodgrass, Eric R",,52,0.519230769
ATMS,304,2.92,"Di Girolamo, Larry",,21,0.142857143
ATMS,305,3.36,"Nesbitt, Stephen",,27,0.259259259
ATMS,307,2.92,"Jain, Atul",,26,0.269230769
ATMS,313,2.74,"Frame, Jeffrey",,22,0.272727273
ATMS,322,3.4,"Pettijohn, Justin C",,29,0.620689655
ATMS,404,3.39,"Sriver, Ryan",,33,0.515151515
ATMS,502,3.89,"Jewett, Brian F",,21,0.761904762
BADM,199,3.94,"Quarton, John E",,53,0.943396226
BADM,300,3.47,"Fricke, Michael R",,107,0.523364486
BADM,300,3.4,"Wright, Margaret",,189,0.338624339
BADM,310,3.42,"Loyd, Denise L",,332,0.415662651
BADM,310,3.9,"Shabbir, Muhammad S",,114,0.842105263
BADM,311,3.7,"Kim, Jihyeon",,40,0.625
BADM,312,3.65,"Lee, Seung Hoon",,33,0.575757576
BADM,313,3.57,"Kraatz, Matthew S",,45,0.422222222
BADM,314,3.24,"Jang, Daisung",,52,0.192307692
BADM,320,3.8,"Wolters, Mark E",,544,0.729779412
BADM,320,3.97,"Shabbir, Muhammad S",,140,0.935714286
BADM,322,3.85,"Cho, Hyewon",,38,0.763157895
BADM,322,3.75,"Arias, Robert A",,40,0.6
BADM,323,3.38,"Shavitt, Sharon",,53,0.433962264
BADM,323,3.66,"Shavitt, Sharon",,44,0.659090909
BADM,324,3.77,"Liang, Hongyan",,65,0.553846154
BADM,325,3.6,"Rindfleisch, Aric P",,37,0.432432432
BADM,325,3.85,"White, Tiffany B",,37,0.567567568
BADM,326,3.81,"Liu, Yunchuan",,35,0.657142857
BADM,327,3.72,"Nezami, Mehdi",,30,0.666666667
BADM,329,3.82,"Sethi, Simrun S",,47,0.659574468
BADM,337,3.96,"Palekar, Udatta S",,54,0.925925926
BADM,340,3.97,"Noonan, James R",,40,0.975
BADM,350,3.78,"Nelson, Matthew L",,66,0.696969697
BADM,350,3.4,"Sachdev, Vishal",,62,0.322580645
BADM,350,3.78,"Subramanyam, Ramanath",,64,0.53125
BADM,350,3.68,"Parthasarathy, Rangarajan",,59,0.508474576
BADM,350,3.58,"Parthasarathy, Rangarajan",,29,0.482758621
BADM,350,3.37,"Parthasarathy, Rangarajan",,38,0.184210526
BADM,352,3.13,"Sachdev, Vishal",,62,0.096774194
BADM,353,3.43,"Haran, Vidya",,63,0.222222222
BADM,366,3.92,"Weightman, David I",,55,0.763636364
BADM,374,3.46,"Ye, Han",,58,0.344827586
BADM,374,3.36,"Liang, Hongyan",,46,0.47826087
BADM,375,2.83,"Scott, Nehemiah",,33,0.090909091
BADM,375,3.26,"Scott, Nehemiah",,57,0.315789474
BADM,375,3.05,"Durukan, Ayse",,55,0.327272727
BADM,375,3.56,"Kim, Youngsoo",,34,0.264705882
BADM,378,3.03,"Scott, Nehemiah",,58,0.189655172
BADM,379,3.36,"Anand, Gopesh J",,45,0.222222222
BADM,380,3.67,"Clougherty, Joseph A",,50,0.58
BADM,380,3.71,"Clougherty, Joseph A",,43,0.581395349
BADM,380,3.55,"Bucheli, Marcelo",,25,0.36
BADM,381,3.73,"Yao, Kun",,40,0.525
BADM,382,3.71,"Koo, Minkyung",,38,0.5
BADM,395,3.71,"Somaya, Deepak",,48,0.375
BADM,395,3.88,"Raquel, Steve A",,22,0.681818182
BADM,395,3.86,"Kim, Sung W",,53,0.679245283
BADM,403,3.74,"Wright, Margaret",,69,0.507246377
BADM,420,3.96,"Wolters, Mark E",,56,0.982142857
BADM,420,3.98,"Wolters, Mark E",,55,0.981818182
BADM,445,3.54,"Kurtz, Jeffrey M",,30,0.6
BADM,446,3.44,"Michael, Steven C",,25,0.44
BADM,449,3.67,"Anderson, Phillip C",,42,0.619047619
BADM,449,3.54,"Kim, June-Young",,44,0.431818182
BADM,449,3.32,"Chattopadhyay, Shinjinee",,40,0.2
BADM,449,3.78,"Chung, Ji Yoon",,40,0.65
BADM,449,3.41,"Kim, June-Young",,37,0.351351351
BADM,449,3.52,"Shah, Sonali K",,42,0.404761905
BADM,449,3.73,"Anderson, Phillip C",,42,0.619047619
BADM,449,3.52,"Shah, Sonali K",,42,0.428571429
BADM,449,3.38,"Kim, June-Young",,40,0.35
BADM,449,3.37,"Chattopadhyay, Shinjinee",,44,0.295454545
BADM,453,3.94,"Han, Wencui",,34,0.882352941
BADM,508,3.66,"Goncalo, Jack",,501,0.433133733
BADM,508,3.23,"Goncalo, Jack",,89,0.280898876
BADM,508,3.49,"Loewenstein, Jeffrey",,52,0.211538462
BADM,509,3.77,"Bednar, Michael K",,521,0.690978887
BADM,509,3.67,"Bednar, Michael K",,81,0.75308642
BADM,520,3.89,"Noel, Hayden N",,453,0.85209713
BADM,520,3.79,"Noel, Hayden N",,38,0.710526316
BADM,520,3.97,"Noel, Hayden N",,52,0.923076923
BADM,521,3.7,"Rindfleisch, Aric P",,34,0.382352941
BADM,524,3.8,"Liu, Yunchuan",,31,0.580645161
BADM,543,3.54,"Somaya, Deepak",,30,0.333333333
BADM,543,3.6,"Somaya, Deepak",,21,0.380952381
BADM,544,3.49,"Mahoney, Joseph T",,42,0.333333333
BADM,550,3.66,"Kurtz, Jeffrey M",,38,0.578947368
BADM,562,3.79,"Larson, Eric",,22,0.590909091
BADM,566,3.96,"Mukherjee, Ujjal K",,39,0.897435897
BADM,572,3.63,"Taghaboni-Dutta, Fataneh",,445,0.606741573
BADM,572,3.54,"Taghaboni-Dutta, Fataneh",,94,0.617021277
BADM,574,3.49,"Kwon, Hyok-Jon D",,43,0.418604651
BADM,583,3.83,"Martinez, Candace A",,25,0.76
BADM,584,3.65,"Torelli, Carlos J",,54,0.296296296
BADM,586,3.86,"Martinez, Candace A",,31,0.741935484
BADM,589,2.88,"Durukan, Ayse",,51,0.156862745
BADM,589,2.86,"Durukan, Ayse",,40,0.1
BADM,589,3.18,"Durukan, Ayse",,24,0.291666667
BADM,590,3.66,"Ye, Han",,67,0.447761194
BADM,590,3.53,"Torelli, Carlos J",,27,0.148148148
BADM,590,3.73,"Viswanathan, Madhubalan",,167,0.700598802
BADM,590,3.92,"Love, E G",,412,0.859223301
BADM,590,3.67,"Sethi, Simrun S",,43,0.255813953
BADM,590,3.68,"Love, E G",,29,0.793103448
BADM,590,3.76,"Love, E G",,32,0.53125
BADM,590,3.56,"Loyd, Denise L",,33,0.424242424
BADM,590,3.89,"Goncalo, Jack",,33,0.818181818
BADM,590,3.94,"Watkins, Ronald S",,32,0.875
BADM,593,3.48,"Shavitt, Sharon",,29,0.586206897
BIOC,445,3.79,"Nair, Satish K",,21,0.714285714
BIOC,446,3.57,"Zhang, Kai",,33,0.515151515
BIOC,455,3.21,"Schurig Briccio, Lici A",,22,0.090909091
BIOC,455,3.05,"Schurig Briccio, Lici A",,22,0.227272727
BIOE,120,3.57,"Pool, Marcia A",,47,0.70212766
BIOE,202,2.88,"Jensen, Karin J",,29,0.172413793
BIOE,205,2.64,"Pool, Marcia A",,51,0.215686275
BIOE,298,3.5,"Underhill, Gregory H",,51,0.392156863
BIOE,298,3.53,"Jensen, Paul",,65,0.369230769
BIOE,310,3.76,"Dar, Roy D",,72,0.5
BIOE,360,3.02,"Jensen, Karin J",,64,0.3125
BIOE,414,3.73,"Dobrucki, Wawrzyniec",,53,0.603773585
BIOE,415,3.93,"Pool, Marcia A",,57,0.947368421
BIOE,420,3.73,"Sutton, Brad",,66,0.772727273
BIOE,436,3.97,"Amos, Jennifer",,66,0.939393939
BIOE,574,3.76,"Kannan, Srinivasan",,26,0.692307692
BTW,250,3.52,"Moss, Andrew P",,23,0.260869565
BTW,250,3.49,"Kelly, Daniel",,23,0.391304348
BTW,250,3.38,"Hudek, Barry A",,23,0.130434783
BTW,250,3.72,"Hapke, Gail L",,25,0.6
BTW,250,3.71,"Micks, Taylor H",,23,0.434782609
BTW,250,3.29,"Kelly, Daniel",,23,0.304347826
BTW,250,3.75,"Hurley, Michael J",,24,0.666666667
BTW,250,3.52,"McVicker, Zachariah P",,22,0.318181818
BTW,250,3.62,"Grohens, Joseph",,22,0.363636364
BTW,250,3.67,"Piacentini, Dino E",,21,0.428571429
BTW,250,3.42,"Kelly, Daniel",,22,0.363636364
BTW,250,3.74,"McGuire, Lee",,22,0.454545455
BTW,250,3.51,"McGuire, Lee",,23,0.304347826
BTW,250,3.84,"Grohens, Joseph",,21,0.666666667
BTW,250,3.27,"Emmert, Ashley",,21,0.095238095
BTW,250,3.13,"Merrill, Andrew",,23,0.086956522
BTW,250,3.33,"Grohens, Joseph",,24,0.083333333
BTW,250,3.64,"Claborn, John P",,22,0.454545455
BTW,250,3.71,"McGuire, Lee",,23,0.434782609
BTW,250,3.55,"Claborn, John P",,26,0.307692308
BTW,250,3.49,"Hudek, Barry A",,25,0.32
BTW,250,3.36,"Micks, Taylor H",,23,0.130434783
BTW,250,3.51,"Kelly, Daniel",,23,0.304347826
BTW,261,3.52,"Hechler, William D",,23,0.565217391
BTW,261,3.85,"Claborn, John P",,25,0.88
BUS,302,3.88,"DeBrock, Lawrence M",,36,0.75
CEE,201,3.05,"Meidani, Hadi",,79,0.253164557
CEE,202,3,"Bond, Tami C",,107,0.186915888
CEE,300,3.03,"Stynoski, Peter B",,90,0.1
CEE,310,3.11,"Ozer, Hasan",,51,0.254901961
CEE,320,3.59,"Golparvar Fard, Mani",,104,0.403846154
